Bin     Frequency
3.4018 , 0
3.40185 , 2
3.4019 , 2
3.40195 , 3
3.402 , 5
3.40205 , 2
3.4021 , 6
3.40215 , 8
3.4022 , 22
3.40225 , 34
3.4023 , 31
3.40235 , 10
3.4024 , 4
3.40245 , 6
3.4025 , 6
3.40255 , 7
3.4026 , 2

