-1.313979923725128174e-02 -6.390094757080078125e-03 -2.695336937904357910e-03 -2.331867814064025879e-03 -5.341231822967529297e-03 -1.156021654605865479e-02 -2.061676979064941406e-02 -3.199967741966247559e-02 -4.524462670087814331e-02 -6.005913764238357544e-02 -7.632411271333694458e-02 -9.400857985019683838e-02 -1.130737252533435822e-01 -1.333759538829326630e-01 -1.545606777071952820e-01 -1.759796049445867538e-01 -1.967210955917835236e-01 -2.158086895942687988e-01 -2.324508801102638245e-01 -2.461815476417541504e-01 -2.568470612168312073e-01 -2.645389810204505920e-01 -2.695282399654388428e-01 -2.722028568387031555e-01 -2.729776501655578613e-01 -2.721700370311737061e-01 -2.699552625417709351e-01 -2.664365023374557495e-01 -2.617278620600700378e-01 -2.560037225484848022e-01 -2.495350688695907593e-01 -2.427184507250785828e-01 -2.360533475875854492e-01 -2.300554588437080383e-01 -2.251265794038772583e-01 -2.214896678924560547e-01 -2.192158959805965424e-01 -2.182625643908977509e-01 -2.185200154781341553e-01 -2.198481857776641846e-01 -2.220948636531829834e-01 -2.250955179333686829e-01 -2.286668792366981506e-01 -2.326173782348632812e-01 -2.367728501558303833e-01 -2.409921362996101379e-01 -2.451708987355232239e-01 -2.492365911602973938e-01 -2.531404420733451843e-01 -2.568389996886253357e-01 -2.602728754281997681e-01 -2.633584961295127869e-01 -2.660106495022773743e-01 -2.681658715009689331e-01 -2.697916924953460693e-01 -2.708880081772804260e-01 -2.714854255318641663e-01 -2.716360613703727722e-01 -2.713918909430503845e-01 -2.707797661423683167e-01 -2.698025703430175781e-01 -2.684506475925445557e-01 -2.667189463973045349e-01 -2.646359056234359741e-01 -2.622548043727874756e-01
-2.738188207149505615e-02 -2.209383249282836914e-02 -1.931145787239074707e-02 -1.928007602691650391e-02 -2.206173539161682129e-02 -2.754873037338256836e-02 -3.548461198806762695e-02 -4.552217572927474976e-02 -5.732253938913345337e-02 -7.062733918428421021e-02 -8.526789397001266479e-02 -1.011222377419471741e-01 -1.180525645613670349e-01 -1.358381696045398712e-01 -1.541126910597085953e-01 -1.723302779719233513e-01 -1.898006610572338104e-01 -2.058066837489604950e-01 -2.197478264570236206e-01 -2.312332540750503540e-01 -2.400972396135330200e-01 -2.463700845837593079e-01 -2.502336502075195312e-01 -2.519693300127983093e-01 -2.518934980034828186e-01 -2.502890378236770630e-01 -2.473775446414947510e-01 -2.433461472392082214e-01 -2.383891716599464417e-01 -2.327413633465766907e-01 -2.267024368047714233e-01 -2.206438072025775909e-01 -2.149823829531669617e-01 -2.101223804056644440e-01 -2.063829302787780762e-01 -2.039558887481689453e-01 -2.029080986976623535e-01 -2.032020539045333862e-01 -2.047251537442207336e-01 -2.073172666132450104e-01 -2.107927016913890839e-01 -2.149563319981098175e-01 -2.196091674268245697e-01 -2.245598174631595612e-01 -2.296392619609832764e-01 -2.347100526094436646e-01 -2.396678477525711060e-01 -2.444368898868560791e-01 -2.489617466926574707e-01 -2.531949579715728760e-01 -2.570850551128387451e-01 -2.605728879570960999e-01 -2.636012881994247437e-01 -2.661273553967475891e-01 -2.681293413043022156e-01 -2.696084007620811462e-01 -2.705865055322647095e-01 -2.710991948843002319e-01 -2.711829245090484619e-01 -2.708628997206687927e-01 -2.701517716050148010e-01 -2.690560445189476013e-01 -2.675868421792984009e-01 -2.657723873853683472e-01 -2.636585682630538940e-01
-4.062735289335250854e-02 -3.654016554355621338e-02 -3.452317416667938232e-02 -3.479081392288208008e-02 -3.741317987442016602e-02 -4.232490807771682739e-02 -4.934830218553543091e-02 -5.823572725057601929e-02 -6.872705370187759399e-02 -8.059272170066833496e-02 -9.364304691553115845e-02 -1.077060401439666748e-01 -1.225888468325138092e-01 -1.380352545529603958e-01 -1.536904778331518173e-01 -1.690897434018552303e-01 -1.836886964738368988e-01 -1.969369836151599884e-01 -2.083658389747142792e-01 -2.176512442529201508e-01 -2.246354557573795319e-01 -2.293167337775230408e-01 -2.318215221166610718e-01 -2.323665767908096313e-01 -2.312147468328475952e-01 -2.286327257752418518e-01 -2.248711884021759033e-01 -2.201745770871639252e-01 -2.147967107594013214e-01 -2.090173587203025818e-01 -2.031611464917659760e-01 -1.975919827818870544e-01 -1.926823742687702179e-01 -1.887723580002784729e-01 -1.861253529787063599e-01 -1.848995760083198547e-01 -1.851428616791963577e-01 -1.868025865405797958e-01 -1.897437330335378647e-01 -1.937700752168893814e-01 -1.986500471830368042e-01 -2.041530683636665344e-01 -2.100558951497077942e-01 -2.161569260060787201e-01 -2.222860343754291534e-01 -2.283084690570831299e-01 -2.341231033205986023e-01 -2.396566346287727356e-01 -2.448554560542106628e-01 -2.496763542294502258e-01 -2.540786191821098328e-01 -2.580214813351631165e-01 -2.614681422710418701e-01 -2.643920555710792542e-01 -2.667812854051589966e-01 -2.686397954821586609e-01 -2.699857056140899658e-01 -2.708462998270988464e-01 -2.712506502866744995e-01 -2.712230682373046875e-01 -2.707818597555160522e-01 -2.699426561594009399e-01 -2.687244340777397156e-01 -2.671553045511245728e-01 -2.652731612324714661e-01
-5.309016257524490356e-02 -4.998083412647247314e-02 -4.859919846057891846e-02 -4.912592470645904541e-02 -5.162993073463439941e-02 -5.607336759567260742e-02 -6.232995539903640747e-02 -7.021439075469970703e-02 -7.951751351356506348e-02 -9.003295749425888062e-02 -1.015648953616619110e-01 -1.139168329536914825e-01 -1.268690116703510284e-01 -1.401532832533121109e-01 -1.534348214045166969e-01 -1.663110819645226002e-01 -1.783365001901984215e-01 -1.890712231397628784e-01 -1.981379650533199310e-01 -2.052664980292320251e-01 -2.103145048022270203e-01 -2.132667079567909241e-01 -2.142190337181091309e-01 -2.133526280522346497e-01 -2.109047323465347290e-01 -2.071393914520740509e-01 -2.023302912712097168e-01 -1.967700645327568054e-01 -1.907621845602989197e-01 -1.846195980906486511e-01 -1.786964852362871170e-01 -1.733705690130591393e-01 -1.689973580650985241e-01 -1.658817245624959469e-01 -1.642497185384854674e-01 -1.642284999834373593e-01 -1.658393691759556532e-01 -1.690014442428946495e-01 -1.735417461022734642e-01 -1.792087052017450333e-01 -1.856980100274085999e-01 -1.927380599081516266e-01 -2.000706009566783905e-01 -2.074766084551811218e-01 -2.147820778191089630e-01 -2.218562737107276917e-01 -2.286054342985153198e-01 -2.349644824862480164e-01 -2.408882752060890198e-01 -2.463434115052223206e-01 -2.513021528720855713e-01 -2.557398155331611633e-01 -2.596361786127090454e-01 -2.629785016179084778e-01 -2.657640799880027771e-01 -2.680009827017784119e-01 -2.697068303823471069e-01 -2.709056288003921509e-01 -2.716233581304550171e-01 -2.718843668699264526e-01 -2.717103958129882812e-01 -2.711222544312477112e-01 -2.701430246233940125e-01 -2.688006684184074402e-01 -2.671283110976219177e-01
-6.492446362972259521e-02 -6.261294335126876831e-02 -6.175635755062103271e-02 -6.250153481960296631e-02 -6.491021066904067993e-02 -6.895994395017623901e-02 -7.455679774284362793e-02 -8.155502378940582275e-02 -8.977925032377243042e-02 -9.904156625270843506e-02 -1.091476641595363617e-01 -1.198916845023632050e-01 -1.310437470674514771e-01 -1.423362586647272110e-01 -1.534556569531559944e-01 -1.640461744973435998e-01 -1.737298117950558662e-01 -1.821406427770853043e-01 -1.889644153416156769e-01 -1.939716488122940063e-01 -1.970365494489669800e-01 -1.981409676373004913e-01 -1.973676569759845734e-01 -1.948814764618873596e-01 -1.909138429909944534e-01 -1.857381146401166916e-01 -1.796451397240161896e-01 -1.729828612878918648e-01 -1.661068447865545750e-01 -1.593419301789253950e-01 -1.530851433053612709e-01 -1.477604964748024940e-01 -1.437259316444396973e-01 -1.412698589265346527e-01 -1.405939161777496338e-01 -1.417981721460819244e-01 -1.448740214109420776e-01 -1.497044116258621216e-01 -1.560678118839859962e-01 -1.636375343077816069e-01 -1.719744578003883362e-01 -1.807783115655183792e-01 -1.897366549819707870e-01 -1.986084543168544769e-01 -2.072169333696365356e-01 -2.154399156570434570e-01 -2.231970429420471191e-01 -2.304378226399421692e-01 -2.371315509080886841e-01 -2.432592734694480896e-01 -2.488083317875862122e-01 -2.537697032094001770e-01 -2.581380680203437805e-01 -2.619131729006767273e-01 -2.651012316346168518e-01 -2.677154168486595154e-01 -2.697751075029373169e-01 -2.713039442896842957e-01 -2.723273113369941711e-01 -2.728702723979949951e-01 -2.729569002985954285e-01 -2.726111263036727905e-01 -2.718583717942237854e-01 -2.707268595695495605e-01 -2.692481875419616699e-01
-7.624592632055282593e-02 -7.459282875061035156e-02 -7.417136430740356445e-02 -7.509805262088775635e-02 -7.742436975240707397e-02 -8.113484084606170654e-02 -8.615502715110778809e-02 -9.236431121826171875e-02 -9.961014240980148315e-02 -1.077192574739456177e-01 -1.165025606751441956e-01 -1.257532797753810883e-01 -1.352407149970531464e-01 -1.447036266326904297e-01 -1.538476878777146339e-01 -1.623512787627987564e-01 -1.698818695731461048e-01 -1.761218551546335220e-01 -1.807986348867416382e-01 -1.837114151567220688e-01 -1.847486123442649841e-01 -1.838938612490892410e-01 -1.812295243144035339e-01 -1.769145978614687920e-01 -1.711917687207460403e-01 -1.643610895844176412e-01 -1.567033315077424049e-01 -1.486579999327659607e-01 -1.406615152955055237e-01 -1.331242099404335022e-01 -1.264655664563179016e-01 -1.210929490625858307e-01 -1.173566021025180817e-01 -1.155298426747322083e-01 -1.157924383878707886e-01 -1.182179450988769531e-01 -1.227669455111026764e-01 -1.292862184345722198e-01 -1.375123392790555954e-01 -1.470780801028013229e-01 -1.575271207839250565e-01 -1.683646864257752895e-01 -1.791647132486104965e-01 -1.896685305982828140e-01 -1.997032798826694489e-01 -2.091645672917366028e-01 -2.179941609501838684e-01 -2.261636778712272644e-01 -2.336628586053848267e-01 -2.404914870858192444e-01 -2.466542348265647888e-01 -2.521581947803497314e-01 -2.570123821496963501e-01 -2.612284049391746521e-01 -2.648213431239128113e-01 -2.678101435303688049e-01 -2.702173367142677307e-01 -2.720679640769958496e-01 -2.733882442116737366e-01 -2.742044255137443542e-01 -2.745424136519432068e-01 -2.744281962513923645e-01 -2.738886997103691101e-01 -2.729525566101074219e-01 -2.716512978076934814e-01
-8.714947849512100220e-02 -8.604842424392700195e-02 -8.599076420068740845e-02 -8.706801384687423706e-02 -8.932048827409744263e-02 -9.273431450128555298e-02 -9.724612534046173096e-02 -1.027511544525623322e-01 -1.091124713420867920e-01 -1.161684505641460419e-01 -1.237366460263729095e-01 -1.316137015819549561e-01 -1.395727451890707016e-01 -1.473608221858739853e-01 -1.546993451192975044e-01 -1.612903091590851545e-01 -1.668298435397446156e-01 -1.710289530456066132e-01 -1.736390786245465279e-01 -1.744767399504780769e-01 -1.734407385811209679e-01 -1.705141058191657066e-01 -1.657942605670541525e-01 -1.594292335212230682e-01 -1.516917394474148750e-01 -1.429636068642139435e-01 -1.336384695023298264e-01 -1.241748258471488953e-01 -1.150438487529754639e-01 -1.067037880420684814e-01 -9.959675371646881104e-02 -9.412996470928192139e-02 -9.064741432666778564e-02 -8.940907567739486694e-02 -9.057484567165374756e-02 -9.419299662113189697e-02 -1.001939401030540466e-01 -1.083894893527030945e-01 -1.184772737324237823e-01 -1.300506107509136200e-01 -1.426168046891689301e-01 -1.556281275115907192e-01 -1.685033072717487812e-01 -1.808060631155967712e-01 -1.923802699893712997e-01 -2.031554281711578369e-01 -2.131074927747249603e-01 -2.222390063107013702e-01 -2.305664420127868652e-01 -2.381123751401901245e-01 -2.449010908603668213e-01 -2.509565502405166626e-01 -2.563020735979080200e-01 -2.609608396887779236e-01 -2.649567499756813049e-01 -2.683149203658103943e-01 -2.710618227720260620e-01 -2.732249274849891663e-01 -2.748320698738098145e-01 -2.759110033512115479e-01 -2.764892131090164185e-01 -2.765941843390464783e-01 -2.762538790702819824e-01 -2.754971235990524292e-01 -2.743547409772872925e-01
-9.771975874900817871e-02 -9.708805382251739502e-02 -9.733842313289642334e-02 -9.854211658239364624e-02 -1.007284410297870636e-01 -1.038819029927253723e-01 -1.079447902739048004e-01 -1.128222122788429260e-01 -1.183880120515823364e-01 -1.244898289442062378e-01 -1.309521049261093140e-01 -1.375768221914768219e-01 -1.441428363323211670e-01 -1.504053818061947823e-01 -1.560976984910666943e-01 -1.609365497715771198e-01 -1.646329821087419987e-01 -1.669094951357692480e-01 -1.675249761901795864e-01 -1.663016851525753736e-01 -1.631477258561062627e-01 -1.580243958160281181e-01 -1.510896105319261551e-01 -1.425724718719720840e-01 -1.327999942004680634e-01 -1.221846826374530792e-01 -1.111832857131958008e-01 -1.002923846244812012e-01 -9.001895785331726074e-02 -8.085604012012481689e-02 -7.326646894216537476e-02 -6.766318529844284058e-02 -6.438667327165603638e-02 -6.368572264909744263e-02 -6.570236384868621826e-02 -7.046121358871459961e-02 -7.786386460065841675e-02 -8.768857270479202271e-02 -9.959551692008972168e-02 -1.131381206214427948e-01 -1.277817338705062866e-01 -1.429297458380460739e-01 -1.579506760463118553e-01 -1.722115930169820786e-01 -1.854166742414236069e-01 -1.975584328174591064e-01 -2.086618579924106598e-01 -2.187701202929019928e-01 -2.279326096177101135e-01 -2.361984550952911377e-01 -2.436134517192840576e-01 -2.502191737294197083e-01 -2.560532018542289734e-01 -2.611500993371009827e-01 -2.655423954129219055e-01 -2.692614868283271790e-01 -2.723381593823432922e-01 -2.748027667403221130e-01 -2.766851857304573059e-01 -2.780148088932037354e-01 -2.788205519318580627e-01 -2.791311219334602356e-01 -2.789752706885337830e-01 -2.783818542957305908e-01 -2.773802801966667175e-01
-1.080344803631305695e-01 -1.078052483499050140e-01 -1.083205863833427429e-01 -1.096335761249065399e-01 -1.117628365755081177e-01 -1.146894022822380066e-01 -1.183578446507453918e-01 -1.226792708039283752e-01 -1.275350414216518402e-01 -1.327802035957574844e-01 -1.382457464933395386e-01 -1.437396146357059479e-01 -1.490468727424740791e-01 -1.539300326257944107e-01 -1.581306150183081627e-01 -1.613730083918198943e-01 -1.633715580683201551e-01 -1.638431113678961992e-01 -1.625353101408109069e-01 -1.592605805490165949e-01 -1.539599513635039330e-01 -1.466726679354906082e-01 -1.375772207975387573e-01 -1.269552968442440033e-01 -1.151842437684535980e-01 -1.027198359370231628e-01 -9.006846696138381958e-02 -7.776731252670288086e-02 -6.635855883359909058e-02 -5.636484175920486450e-02 -4.826832562685012817e-02 -4.248994588851928711e-02 -3.936894237995147705e-02 -3.914506733417510986e-02 -4.194451868534088135e-02 -4.777009785175323486e-02 -5.649625509977340698e-02 -6.786924600601196289e-02 -8.151302486658096313e-02 -9.694126993417739868e-02 -1.135761477053165436e-01 -1.307734325528144836e-01 -1.478517819195985794e-01 -1.641270573018118739e-01 -1.790121570229530334e-01 -1.925393678247928619e-01 -2.047945559024810791e-01 -2.158709652721881866e-01 -2.258563488721847534e-01 -2.348291799426078796e-01 -2.428580299019813538e-01 -2.500023096799850464e-01 -2.563136741518974304e-01 -2.618375644087791443e-01 -2.666148096323013306e-01 -2.706828787922859192e-01 -2.740768492221832275e-01 -2.768300548195838928e-01 -2.789745181798934937e-01 -2.805412411689758301e-01 -2.815604731440544128e-01 -2.820619940757751465e-01 -2.820753082633018494e-01 -2.816296815872192383e-01 -2.807547748088836670e-01
-1.181574985384941101e-01 -1.182802841067314148e-01 -1.190291121602058411e-01 -1.204411983489990234e-01 -1.225251927971839905e-01 -1.252577602863311768e-01 -1.285837516188621521e-01 -1.324177831411361694e-01 -1.366465650498867035e-01 -1.411311328411102295e-01 -1.457085087895393372e-01 -1.501926211640238762e-01 -1.543746925890445709e-01 -1.580235934816300869e-01 -1.608866467140614986e-01 -1.626911024213768542e-01 -1.631459107338741887e-01 -1.619423829251900315e-01 -1.588155012577772141e-01 -1.536092124879360199e-01 -1.462909299880266190e-01 -1.369485091418027878e-01 -1.257981769740581512e-01 -1.131681054830551147e-01 -9.948306530714035034e-02 -8.524390310049057007e-02 -7.100182026624679565e-02 -5.733357369899749756e-02 -4.481513053178787231e-02 -3.399632871150970459e-02 -2.537779510021209717e-02 -1.938959956169128418e-02 -1.637150347232818604e-02 -1.655620336532592773e-02 -2.005605399608612061e-02 -2.685403823852539062e-02 -3.679926693439483643e-02 -4.960770905017852783e-02 -6.486850976943969727e-02 -8.205649256706237793e-02 -1.005511805415153503e-01 -1.196620278060436249e-01 -1.386585477739572525e-01 -1.568042342551052570e-01 -1.733918627724051476e-01 -1.882803291082382202e-01 -2.016518749296665192e-01 -2.136601097881793976e-01 -2.244347892701625824e-01 -2.340849414467811584e-01 -2.427019700407981873e-01 -2.503626421093940735e-01 -2.571318820118904114e-01 -2.630652785301208496e-01 -2.682112306356430054e-01 -2.726127654314041138e-01 -2.763089165091514587e-01 -2.793357968330383301e-01 -2.817274034023284912e-01 -2.835162058472633362e-01 -2.847336232662200928e-01 -2.854103818535804749e-01 -2.855767756700515747e-01 -2.852627411484718323e-01 -2.844989746809005737e-01
