"Hora","Voltage[V]","ε Voltage[V]","Current[µA]","ε Current[µA]","Pressure[Pa]","ε Pressure[Pa]"
"2022-11-16 15:40:15.514","-0,07","0,00001","0,01","0,00001","2,00","0,00001"
"2022-11-16 15:40:16.514","-0,07","0,00001","0,01","0,00001","2,00","0,00001"
"2022-11-16 15:40:17.514","-0,07","0,00001","0,01","0,00001","2,00","0,00001"
"2022-11-16 15:40:18.514","-0,07","0,00001","0,01","0,00001","2,00","0,00001"
"2022-11-16 15:40:19.514","-0,07","0,00001","0,01","0,00001","2,00","0,00001"
"2022-11-16 15:40:20.514","-0,07","0,00001","0,01","0,00001","2,00","0,00001"
"2022-11-16 15:40:21.514","-0,07","0,00001","0,01","0,00001","2,00","0,00001"
"2022-11-16 15:40:22.514","-0,07","0,00001","0,01","0,00001","2,00","0,00001"
"2022-11-16 15:40:23.514","-0,07","0,00001","0,01","0,00001","2,00","0,00001"
"2022-11-16 15:40:24.514","-0,07","0,00001","0,01","0,00001","2,00","0,00001"
"2022-11-16 15:40:25.514","-0,07","0,00001","0,01","0,00001","2,00","0,00001"
"2022-11-16 15:40:26.514","-0,07","0,00001","0,01","0,00001","2,00","0,00001"
"2022-11-16 15:40:27.514","-0,07","0,00001","0,01","0,00001","2,00","0,00001"
"2022-11-16 15:40:28.514","-0,07","0,00001","0,01","0,00001","2,00","0,00001"
"2022-11-16 15:40:29.514","-0,07","0,00001","0,01","0,00001","2,00","0,00001"
"2022-11-16 15:40:30.514","-0,07","0,00001","0,01","0,00001","2,00","0,00001"
"2022-11-16 15:40:31.514","-0,07","0,00001","0,01","0,00001","2,00","0,00001"
"2022-11-16 15:40:32.514","-0,07","0,00001","0,01","0,00001","2,00","0,00001"
"2022-11-16 15:40:33.514","-0,07","0,00001","0,01","0,00001","2,00","0,00001"
"2022-11-16 15:40:34.514","-0,07","0,00001","0,01","0,00001","2,00","0,00001"
"2022-11-16 15:40:35.514","-0,07","0,00001","0,01","0,00001","2,00","0,00001"
"2022-11-16 15:40:36.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:40:37.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:40:38.514","-0,07","0,00001","0,01","0,00001","2,00","0,00001"
"2022-11-16 15:40:39.514","-0,07","0,00001","0,01","0,00001","2,00","0,00001"
"2022-11-16 15:40:40.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:40:41.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:40:42.514","-0,07","0,00001","0,01","0,00001","2,00","0,00001"
"2022-11-16 15:40:43.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:40:44.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:40:45.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:40:46.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:40:47.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:40:48.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:40:49.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:40:50.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:40:51.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:40:52.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:40:53.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:40:54.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:40:55.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:40:56.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:40:57.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:40:58.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:40:59.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:41:00.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:41:01.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:41:02.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:41:03.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:41:04.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:41:05.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:41:06.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:41:07.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:41:08.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:41:09.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:41:10.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:41:11.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:41:12.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:41:13.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:41:14.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:41:15.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:41:16.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:41:17.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:41:18.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:41:19.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:41:20.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:41:21.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:41:22.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:41:23.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:41:24.514","-0,07","0,00001","0,01","0,00001","2,10","0,00001"
"2022-11-16 15:41:25.514","-0,07","0,00001","0,01","0,00001","2,00","0,00001"
"2022-11-16 15:41:26.514","-0,07","0,00001","0,01","0,00001","2,00","0,00001"
"2022-11-16 15:41:27.514","-0,07","0,00001","0,01","0,00001","1,90","0,00001"
"2022-11-16 15:41:28.514","-0,07","0,00001","0,01","0,00001","1,70","0,00001"
"2022-11-16 15:41:29.514","-0,07","0,00001","0,01","0,00001","1,60","0,00001"
"2022-11-16 15:41:30.514","-0,07","0,00001","0,01","0,00001","1,50","0,00001"
"2022-11-16 15:41:31.514","-0,07","0,00001","0,01","0,00001","1,40","0,00001"
"2022-11-16 15:41:32.514","-0,07","0,00001","0,01","0,00001","1,40","0,00001"
"2022-11-16 15:41:33.514","-0,07","0,00001","0,01","0,00001","1,30","0,00001"
"2022-11-16 15:41:34.514","-0,07","0,00001","0,01","0,00001","1,20","0,00001"
"2022-11-16 15:41:35.514","-0,07","0,00001","0,01","0,00001","1,10","0,00001"
"2022-11-16 15:41:36.514","-0,07","0,00001","0,01","0,00001","1,10","0,00001"
"2022-11-16 15:41:37.514","-0,07","0,00001","0,01","0,00001","1,00","0,00001"
"2022-11-16 15:41:38.514","-0,07","0,00001","0,01","0,00001","0,99","0,00001"
"2022-11-16 15:41:39.514","-0,07","0,00001","0,01","0,00001","0,95","0,00001"
"2022-11-16 15:41:40.514","-0,07","0,00001","0,01","0,00001","0,92","0,00001"
"2022-11-16 15:41:41.514","-0,07","0,00001","0,01","0,00001","0,88","0,00001"
"2022-11-16 15:41:42.514","-0,07","0,00001","0,01","0,00001","0,85","0,00001"
"2022-11-16 15:41:43.514","-0,07","0,00001","0,01","0,00001","0,82","0,00001"
"2022-11-16 15:41:44.514","-0,07","0,00001","0,01","0,00001","0,78","0,00001"
"2022-11-16 15:41:45.514","-0,07","0,00001","0,01","0,00001","0,75","0,00001"
"2022-11-16 15:41:46.514","-0,07","0,00001","0,01","0,00001","0,72","0,00001"
"2022-11-16 15:41:47.514","-0,07","0,00001","0,01","0,00001","0,69","0,00001"
"2022-11-16 15:41:48.514","-0,07","0,00001","0,01","0,00001","0,67","0,00001"
"2022-11-16 15:41:49.514","-0,07","0,00001","0,01","0,00001","0,65","0,00001"
"2022-11-16 15:41:50.514","-0,07","0,00001","0,01","0,00001","0,63","0,00001"
"2022-11-16 15:41:51.514","-0,07","0,00001","0,01","0,00001","0,61","0,00001"
"2022-11-16 15:41:52.514","-0,07","0,00001","0,01","0,00001","0,59","0,00001"
"2022-11-16 15:41:53.514","-0,07","0,00001","0,01","0,00001","0,58","0,00001"
"2022-11-16 15:41:54.514","-0,07","0,00001","0,01","0,00001","0,56","0,00001"
"2022-11-16 15:41:55.514","-0,07","0,00001","0,01","0,00001","0,54","0,00001"
"2022-11-16 15:41:56.514","-0,07","0,00001","0,01","0,00001","0,53","0,00001"
"2022-11-16 15:41:57.514","-0,07","0,00001","0,01","0,00001","0,51","0,00001"
"2022-11-16 15:41:58.514","-0,07","0,00001","0,01","0,00001","0,50","0,00001"
"2022-11-16 15:41:59.514","-0,07","0,00001","0,01","0,00001","0,48","0,00001"
"2022-11-16 15:42:00.514","-0,07","0,00001","0,01","0,00001","0,47","0,00001"
"2022-11-16 15:42:01.514","-0,07","0,00001","0,01","0,00001","0,45","0,00001"
"2022-11-16 15:42:02.514","-0,07","0,00001","0,01","0,00001","0,44","0,00001"
"2022-11-16 15:42:03.514","-0,07","0,00001","0,01","0,00001","0,43","0,00001"
"2022-11-16 15:42:04.514","-0,07","0,00001","0,01","0,00001","0,51","0,00001"
"2022-11-16 15:42:05.514","-0,07","0,00001","0,01","0,00001","1,10","0,00001"
"2022-11-16 15:42:06.514","-0,07","0,00001","0,01","0,00001","1,20","0,00001"
"2022-11-16 15:42:07.514","-0,07","0,00001","0,01","0,00001","1,20","0,00001"
"2022-11-16 15:42:08.514","-0,07","0,00001","0,01","0,00001","1,20","0,00001"
"2022-11-16 15:42:09.514","-0,07","0,00001","0,01","0,00001","1,20","0,00001"
"2022-11-16 15:42:10.514","-0,07","0,00001","0,01","0,00001","1,20","0,00001"
"2022-11-16 15:42:11.514","-0,07","0,00001","0,01","0,00001","1,20","0,00001"
"2022-11-16 15:42:12.514","-0,07","0,00001","0,01","0,00001","1,30","0,00001"
"2022-11-16 15:42:13.514","-0,07","0,00001","0,01","0,00001","1,30","0,00001"
"2022-11-16 15:42:14.514","-0,07","0,00001","0,01","0,00001","1,30","0,00001"
"2022-11-16 15:42:14.515","3,49","0,00001","-3,92","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.516","6,00","0,00001","0,33","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.517","8,51","0,00001","5,24","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.518","11,55","0,00001","9,50","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.519","13,66","0,00001","14,74","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.520","15,78","0,00001","19,32","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.521","18,15","0,00001","23,25","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.522","20,93","0,00001","27,83","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.523","24,23","0,00001","31,76","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.524","27,66","0,00001","36,67","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.525","30,57","0,00001","40,92","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.526","35,32","0,00001","47,14","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.527","38,63","0,00001","51,40","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.528","40,48","0,00001","55,32","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.529","42,06","0,00001","60,23","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.530","44,31","0,00001","65,14","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.531","47,21","0,00001","71,03","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.532","51,18","0,00001","77,91","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.533","55,01","0,00001","85,11","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.534","58,70","0,00001","93,29","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.535","61,87","0,00001","101,48","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.536","61,48","0,00001","104,75","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.537","53,82","0,00001","72,67","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.538","49,72","0,00001","59,58","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.539","46,29","0,00001","47,79","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.540","43,78","0,00001","36,99","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.541","41,14","0,00001","26,85","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.542","38,49","0,00001","18,99","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.543","35,19","0,00001","11,46","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.544","31,63","0,00001","4,92","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.545","28,19","0,00001","-2,29","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.546","24,76","0,00001","-6,87","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.547","17,76","0,00001","-14,40","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.548","14,45","0,00001","-16,03","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.549","11,81","0,00001","-17,34","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.550","8,78","0,00001","-16,69","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.551","5,74","0,00001","-15,71","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.552","2,57","0,00001","-15,05","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.553","-1,00","0,00001","-15,71","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.554","-3,51","0,00001","-16,36","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.555","-6,55","0,00001","-16,69","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.556","-9,45","0,00001","-18,98","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.557","-12,23","0,00001","-19,96","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.558","-16,85","0,00001","-19,63","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.559","-19,36","0,00001","-18,32","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.560","-22,00","0,00001","-17,02","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.561","-25,04","0,00001","-16,36","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.562","-27,81","0,00001","-18,00","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.563","-30,85","0,00001","-19,63","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.564","-33,89","0,00001","-23,56","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.565","-36,40","0,00001","-25,20","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.566","-38,91","0,00001","-25,85","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.567","-41,15","0,00001","-25,53","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.568","-46,83","0,00001","-22,58","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.569","-50,00","0,00001","-22,58","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.570","-52,78","0,00001","-24,22","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.571","-56,34","0,00001","-25,53","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.572","-59,12","0,00001","-28,14","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.573","-61,89","0,00001","-28,80","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.574","-59,65","0,00001","-26,18","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.575","-56,48","0,00001","-23,56","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.576","-53,04","0,00001","-20,29","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.577","-50,14","0,00001","-18,65","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.578","-47,10","0,00001","-18,32","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.579","-41,15","0,00001","-20,29","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.580","-37,46","0,00001","-20,62","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.581","-33,89","0,00001","-20,94","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.582","-29,93","0,00001","-19,96","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.583","-26,36","0,00001","-17,34","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.584","-23,32","0,00001","-16,03","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.585","-20,15","0,00001","-14,40","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.586","-16,98","0,00001","-15,38","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.587","-13,55","0,00001","-15,38","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.588","-10,77","0,00001","-15,71","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.589","-4,17","0,00001","-15,05","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.590","-0,34","0,00001","-11,78","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.591","2,70","0,00001","-7,20","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.592","5,60","0,00001","-0,32","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.593","8,25","0,00001","6,55","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.594","10,89","0,00001","11,13","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.595","13,40","0,00001","14,74","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.596","16,04","0,00001","18,66","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.597","18,29","0,00001","22,59","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.598","20,53","0,00001","26,85","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.599","22,91","0,00001","31,10","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.600","29,25","0,00001","38,63","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.601","32,55","0,00001","43,21","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.602","35,46","0,00001","45,83","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.603","38,10","0,00001","49,76","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.604","40,34","0,00001","54,01","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.605","43,25","0,00001","58,60","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.606","44,97","0,00001","63,83","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.607","46,95","0,00001","69,73","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.608","49,06","0,00001","76,27","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.609","52,76","0,00001","84,13","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.610","60,29","0,00001","101,15","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.611","63,20","0,00001","109,66","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.612","58,97","0,00001","90,67","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.613","55,80","0,00001","75,94","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.614","52,10","0,00001","62,52","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.615","47,61","0,00001","50,74","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.616","44,31","0,00001","39,28","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.617","41,14","0,00001","28,48","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.618","38,63","0,00001","18,66","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.619","35,99","0,00001","10,81","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.620","32,55","0,00001","4,92","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.621","25,55","0,00001","-5,56","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.622","22,51","0,00001","-9,49","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.623","18,15","0,00001","-13,09","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.624","15,25","0,00001","-16,03","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.625","11,68","0,00001","-17,34","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.626","9,17","0,00001","-18,32","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.627","6,40","0,00001","-17,34","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.628","3,49","0,00001","-15,71","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.629","0,06","0,00001","-14,07","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.630","-3,11","0,00001","-13,74","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.631","-8,66","0,00001","-16,03","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.632","-12,09","0,00001","-18,32","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.633","-14,08","0,00001","-19,63","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.634","-16,85","0,00001","-20,62","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.635","-18,83","0,00001","-20,29","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.636","-21,34","0,00001","-19,63","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.637","-24,25","0,00001","-18,65","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.638","-27,02","0,00001","-18,32","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.639","-29,93","0,00001","-19,96","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.640","-32,57","0,00001","-21,27","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.641","-36,13","0,00001","-23,56","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.642","-40,89","0,00001","-26,51","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.643","-43,40","0,00001","-26,18","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.644","-45,91","0,00001","-24,87","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.645","-49,08","0,00001","-22,58","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.646","-52,25","0,00001","-21,93","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.647","-55,16","0,00001","-23,23","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.648","-58,46","0,00001","-23,56","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.649","-61,36","0,00001","-27,16","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.650","-61,10","0,00001","-26,18","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.651","-57,40","0,00001","-24,87","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.652","-50,53","0,00001","-19,63","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.653","-47,49","0,00001","-18,00","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.654","-44,46","0,00001","-18,65","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.655","-41,02","0,00001","-19,63","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.656","-38,51","0,00001","-20,94","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.657","-34,81","0,00001","-22,58","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.658","-31,25","0,00001","-21,60","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.659","-27,55","0,00001","-20,62","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.660","-23,98","0,00001","-18,32","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.661","-20,55","0,00001","-15,38","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.662","-17,38","0,00001","-14,07","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.663","-10,77","0,00001","-14,07","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.664","-8,26","0,00001","-13,74","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.665","-4,83","0,00001","-13,74","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.666","-1,79","0,00001","-11,12","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.667","1,77","0,00001","-7,85","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.668","4,81","0,00001","-2,29","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.669","7,59","0,00001","4,59","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.670","10,49","0,00001","10,81","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.671","13,13","0,00001","15,06","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.672","15,51","0,00001","18,01","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.673","20,40","0,00001","25,21","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.674","22,51","0,00001","28,81","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.675","24,76","0,00001","32,41","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.676","27,80","0,00001","36,01","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.677","31,23","0,00001","40,59","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.678","34,27","0,00001","44,85","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.679","37,70","0,00001","49,43","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.680","40,48","0,00001","53,03","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.681","42,46","0,00001","57,94","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.682","45,63","0,00001","63,83","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.683","47,08","0,00001","69,73","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.684","51,04","0,00001","83,15","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.685","54,61","0,00001","91,00","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.686","58,70","0,00001","99,84","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.687","62,27","0,00001","109,00","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.688","60,55","0,00001","94,60","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.689","56,46","0,00001","79,55","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.690","53,29","0,00001","65,80","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.691","49,59","0,00001","52,70","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.692","45,10","0,00001","40,59","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.693","41,80","0,00001","29,46","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.694","35,99","0,00001","10,81","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.695","33,21","0,00001","4,59","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.696","29,78","0,00001","-0,32","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.697","26,47","0,00001","-3,92","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.698","22,91","0,00001","-8,18","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.699","19,87","0,00001","-11,45","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.700","15,78","0,00001","-13,09","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.701","12,61","0,00001","-15,71","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.702","9,30","0,00001","-16,36","0,00001","0,00","0,00001"
"2022-11-16 15:42:14.703","6,66","0,00001","-16,69","0,00001","0,00","0,00001"
